smiles,rt_min,CM_Tem,CM_Speed,CM_Particle Size,CM_Inner Diameter,CM_Length,CM_PhaseA_W_per,CM_PhaseA_O_per,CM_PhaseA_FA_per,CM_PhaseA_TFA_per,CM_PhaseB_O_pKa,CM_PhaseB_O_per,CM_PhaseB_W_per,CM_PhaseB_FA_per,CM_PhaseB_TFA_per,CM_RT-initial,CM_RT-final,CM_time
O=C([C@H]1N(C([C@H](C2CCCCC2)NC([C@@H](NC)C)=O)=O)C[C@@H](OC3=CC=CC(OCCCCCCOCCCCCCOCCCCCCNC4=CC=CC(C(N5C(CC6)C(N(C)C6=O)=O)=O)=C4C5=O)=C3)C1)N[C@@H]7CCCC8=C7C=CC=C8,8.4,40,0.3,1.8,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,5,95,10
O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(N3CCC(CNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C(C)=NN=C47)=O)CC3)C=C2OC,6.37,40,0.3,1.8,2.1,50,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,5,95,10
CC(C(C(N(C1=N2)C3CCCC3)=O)=C(C1=CN=C2NC(C=C4)=NC=C4N(CC5)CCN5CC(NCCOCCOCCOCC(NC6=CC=CC7=C6CN(C(CC8)C(NC8=O)=O)C7=O)=O)=O)C)=O,7.99,37,1,5,4,125,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,5,95,10
O=C(NCC1=CC=CC(C(N2C3CCC(NC3=O)=O)=O)=C1C2=O)COCCOCCOCCNC(CN4CCN(C5=CC=C(NC6=NC=C(C(C)=C(C(C)=O)C(N7C8CCCC8)=O)C7=N6)N=C5)CC4)=O,4.98,37,1,5,4,125,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,5,95,10
O=C(NCCOCCOCCOCCNC(COC1=CC=CC(C(N2C3CCC(NC3=O)=O)=O)=C1C2=O)=O)CN4CCN(C5=CC=C(NC6=NC=C(C(C)=C(C(C)=O)C(N7C8CCCC8)=O)C7=N6)N=C5)CC4,6.12,37,1,5,4,125,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,5,100,10
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(COC6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)=O)CC5)C(F)=C1,7.782,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CCCOC6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)=O)CC5)C(F)=C1,7.963,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CCCCCOC6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)=O)CC5)C(F)=C1,8.393,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CCCCCCCOC6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)=O)CC5)C(F)=C1,9.028,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CCCCCCCCCOC6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)=O)CC5)C(F)=C1,9.763,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CCCCCCCCCCCOC6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)=O)CC5)C(F)=C1,10.87,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CCCCCCCCCCCCCOC6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)=O)CC5)C(F)=C1,11.728,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CCCCCCCCCCCCCCCOC6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)=O)CC5)C(F)=C1,13.06,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CCCCCCCCCCCCCCCCCOC6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)=O)CC5)C(F)=C1,15.668,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CCCCOC6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)=O)CC5)C(F)=C1,8.233,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CCCCCCOC6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)=O)CC5)C(F)=C1,8.833,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(COCCOC6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)=O)CC5)C(F)=C1,7.753,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CCOCCOC6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)=O)CC5)C(F)=C1,7.84,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(COCCOCCOC6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)=O)CC5)C(F)=C1,7.697,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CCOCCOCCCOC6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)=O)CC5)C(F)=C1,8.1,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(CC6=CC=C(C7CCN(C8=CC9=C(C(N(C%10C(NC(CC%10)=O)=O)C9=O)=O)C=C8)CC7)C=C6)CC5)C(F)=C1,7.647,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(CC6CCN(C7=CC8=C(C(N(C9C(NC(CC9)=O)=O)C8=O)=O)C=C7)CC6)CC5)C(F)=C1,7.097,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(CC6CN(C7=CC8=C(C(N(C9C(NC(CC9)=O)=O)C8=O)=O)C=C7)CC6)CC5)C(F)=C1,7.017,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(CC6CN(C7=CC8=C(C(N(C9C(NC(CC9)=O)=O)C8=O)=O)C=C7)C6)CC5)C(F)=C1,6.913,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(CC6CC7(CN(C8=CC9=C(C(N(C%10C(NC(CC%10)=O)=O)C9=O)=O)C=C8)C7)C6)CC5)C(F)=C1,7.175,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CC6=CC=C(N7CCN(C8=CC9=C(C(N(C%10C(NC(CC%10)=O)=O)C9=O)=O)C=C8)CC7)C=C6)=O)CC5)C(F)=C1,8.218,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CC6CCN(C7=CC8=C(C(N(C9C(NC(CC9)=O)=O)C8=O)=O)C=C7)CC6)=O)CC5)C(F)=C1,8.23,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CC6CN(C7=CC8=C(C(N(C9C(NC(CC9)=O)=O)C8=O)=O)C=C7)CC6)=O)CC5)C(F)=C1,8.253,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CC6CN(C7=CC8=C(C(N(C9C(NC(CC9)=O)=O)C8=O)=O)C=C7)C6)=O)CC5)C(F)=C1,8.397,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(CC6CC7(C6)CN(C8=CC9=C(C(N(C%10C(NC(CC%10)=O)=O)C9=O)=O)C=C8)C7)=O)CC5)C(F)=C1,8.545,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(C6=CC=C(C7CCN(C8=CC9=C(C(N(C%10C(NC(CC%10)=O)=O)C9=O)=O)C=C8)CC7)C=C6)=O)CC5)C(F)=C1,8.897,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(C6CCN(C7=CC8=C(C(N(C9C(NC(CC9)=O)=O)C8=O)=O)C=C7)CC6)=O)CC5)C(F)=C1,8.138,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(C6CN(C7=CC8=C(C(N(C9C(NC(CC9)=O)=O)C8=O)=O)C=C7)CC6)=O)CC5)C(F)=C1,8.175,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(C6CN(C7=CC8=C(C(N(C9C(NC(CC9)=O)=O)C8=O)=O)C=C7)C6)=O)CC5)C(F)=C1,7.992,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
FC1=CC=C(CNC2=NC3=C(C(NC4=NNC(C)=C4)=N2)C=NN3C5CCN(C(C6CC7(CN(C8=CC9=C(C(N(C%10C(NC(CC%10)=O)=O)C9=O)=O)C=C8)C7)C6)=O)CC5)C(F)=C1,8.297,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
O=C1N(C(CC2)C(N(C)C2=O)=O)C(C3=C1C=CC(N4CCC(C(N5CCC(N6N=CC7=C(NC8=NNC(C)=C8)N=C(NCC9=CC=C(F)C=C9F)N=C76)CC5)=O)CC4)=C3)=O,8.697,35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
ClC1=CC(N2CCN(CCCCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,10.993,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
ClC1=CC(N2CCN(CCCCCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,11.012,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
O=C(CCCCCCCN1CCN(C2=C3N=C(N(C3=CC(Cl)=C2)CC(C=C4C)=CC(C)=C4F)N5CC6(C5)CNC6)CC1)N[C@H](C(N(C7)[C@H](C(N[C@H](C8=CC=C(C=C8)C9=C(N=CS9)C)C)=O)C[C@H]7O)=O)C(C)(C)C,11.211,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
O=C(CCCCCCCCN1CCN(C2=C3N=C(N(C3=CC(Cl)=C2)CC(C=C4C)=CC(C)=C4F)N5CC6(C5)CNC6)CC1)N[C@H](C(N(C7)[C@H](C(N[C@H](C8=CC=C(C=C8)C9=C(N=CS9)C)C)=O)C[C@H]7O)=O)C(C)(C)C,11.354,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
O=C(CCCCCCCCCN1CCN(C2=C3N=C(N(C3=CC(Cl)=C2)CC(C=C4C)=CC(C)=C4F)N5CC6(C5)CNC6)CC1)N[C@H](C(N(C7)[C@H](C(N[C@H](C8=CC=C(C=C8)C9=C(N=CS9)C)C)=O)C[C@H]7O)=O)C(C)(C)C,11.564,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
ClC1=CC(N2CCN(CCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,11.709,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
ClC1=CC(N2CCN(CCCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,11.983,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
O=C(COCCOCCN1CCN(C2=C3N=C(N(C3=CC(Cl)=C2)CC(C=C4C)=CC(C)=C4F)N5CC6(C5)CNC6)CC1)N[C@H](C(N(C7)[C@H](C(N[C@H](C8=CC=C(C=C8)C9=C(N=CS9)C)C)=O)C[C@H]7O)=O)C(C)(C)C,10.837,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
O=C(CCOCCOCCN1CCN(C2=C3N=C(N(C3=CC(Cl)=C2)CC(C=C4C)=CC(C)=C4F)N5CC6(C5)CNC6)CC1)N[C@H](C(N(C7)[C@H](C(N[C@H](C8=CC=C(C=C8)C9=C(N=CS9)C)C)=O)C[C@H]7O)=O)C(C)(C)C,10.829,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
ClC1=CC(N2CCN(CCOCCOCCOCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,10.902,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
ClC1=CC(N2CCN(CCC(NCCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,10.834,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
ClC1=CC(N2CCN(CCCC(NCCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,10.812,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
ClC1=CC(N2CCN(CCCCC(NCCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,10.741,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
O=C(CN(CC1)CCC1CN2CCN(C3=C4N=C(N(C4=CC(Cl)=C3)CC(C=C5C)=CC(C)=C5F)N6CC7(C6)CNC7)CC2)N[C@H](C(N(C8)[C@H](C(N[C@H](C9=CC=C(C=C9)C%10=C(N=CS%10)C)C)=O)C[C@H]8O)=O)C(C)(C)C,10.294,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
O=C(CCN(CC1)CCC1CN2CCN(C3=C4N=C(N(C4=CC(Cl)=C3)CC(C=C5C)=CC(C)=C5F)N6CC7(C6)CNC7)CC2)N[C@H](C(N(C8)[C@H](C(N[C@H](C9=CC=C(C=C9)C%10=C(N=CS%10)C)C)=O)C[C@H]8O)=O)C(C)(C)C,10.408,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
O=C(CCCN(CC1)CCC1CN2CCN(C3=C4N=C(N(C4=CC(Cl)=C3)CC(C=C5C)=CC(C)=C5F)N6CC7(C6)CNC7)CC2)N[C@H](C(N(C8)[C@H](C(N[C@H](C9=CC=C(C=C9)C%10=C(N=CS%10)C)C)=O)C[C@H]8O)=O)C(C)(C)C,10.353,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
O=C(CCCCCCCCN1CCN(C2=C3N=C(N(C3=CC(Cl)=C2)CC(C=C4C)=CC(C)=C4F)N5CC6(C5)CNC6)CC1)N[C@H](C(N7[C@H](C(N[C@H](C8=CC=C(C=C8)C9=C(N=CS9)C)C)=O)C[C@H](O)C7)=O)C(C)(C)C,11.374,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(CCCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,12.749,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(CCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,12.559,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(CCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,12.617,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(CCCCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,13.073,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(CCCCCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,13.365,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(CCCCCCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,13.607,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
O=C(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C1)[C@@H]1C(N[C@@H](C)C2=CC=C(C3=C(C)N=CS3)C=C2)=O)=O)CCCCCCCCCC(N(CC4)CCC4C5=CC6=C(N[C@H](C)C7=CC(N)=CC(C(F)(F)F)=C7)N=C(C)N=C6C=C5OC)=O,13.994,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
O=C([C@H]1N(C([C@@H](NC(CCOCCC(N2CCC(C3=CC4=C(N[C@@H](C5=CC(C(F)(F)F)=CC(N)=C5)C)N=C(C)N=C4C=C3OC)CC2)=O)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C6=CC=C(C7=C(C)N=CS7)C=C6)C,12.454,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
O=C(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C1)[C@@H]1C(N[C@@H](C)C2=CC=C(C3=C(C)N=CS3)C=C2)=O)=O)COCCOCC(N(CC4)CCC4C5=CC6=C(N[C@H](C)C7=CC(N)=CC(C(F)(F)F)=C7)N=C(C)N=C6C=C5OC)=O,12.164,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C([C@@H]5CC[C@H](CC5)C(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C6)[C@@H]6C(N[C@@H](C)C7=CC=C(C8=C(C)N=CS8)C=C7)=O)=O)=O)=O)CC4)=C3)=N1,12.879,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
O=C([C@H]1N(C([C@@H](NC(CCCCCC(N2CCC(C3=CC4=C(N[C@@H](C5=CC(C(F)(F)F)=CC(N)=C5)C)N=C(C)N=C4C=C3OC)CC2)=O)=O)C(C)(C)C)=O)C[C@@H](O)C1)N[C@H](C6=CC=C(C7=C(C)N=CS7)C=C6)C,12.919,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(COCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,12.27,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(CCCOCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,12.478,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
O=C(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C1)[C@@H]1C(N[C@@H](C)C2=CC=C(C3=C(C)N=CS3)C=C2)=O)=O)CCCCCN(CC4)CCC4C5=CC6=C(N[C@H](C)C7=CC(N)=CC(C(F)(F)F)=C7)N=C(C)N=C6C=C5OC,11.456,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(CCCCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)CC4)=C3)=N1,12.53,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(CCCCCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)CC4)=C3)=N1,11.738,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(C5CN(CCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C6)[C@@H]6C(N[C@@H](C)C7=CC=C(C8=C(C)N=CS8)C=C7)=O)=O)=O)C5)=O)CC4)=C3)=N1,11.36,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(C5CCN(CCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C6)[C@@H]6C(N[C@@H](C)C7=CC=C(C8=C(C)N=CS8)C=C7)=O)=O)=O)CC5)=O)CC4)=C3)=N1,11.295,30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
