RT(min),RT_Pred,,,,,,,,,,
Y,seed1,seed2,seed4,seed8,seed16,seed32,seed64,seed128,seed258,seed512,average
0.83,3.7248528,3.4853175,4.323653,4.695066,4.120991,3.4779248,3.9824646,2.7923872,2.7376993,2.3943617,3.57347179
1.25,4.9221067,4.9636726,5.6905813,6.268064,5.264378,4.991841,5.1401453,4.0825634,3.9875143,3.9620955,4.92729621
1.28,5.4388456,5.870289,6.602889,7.0470862,6.6706433,6.234944,6.0521364,5.03668,4.9967246,4.563322,5.85135601
0.94,4.4465666,4.5317802,5.2228994,5.8560157,4.7596173,4.0545087,4.724023,3.8727248,4.0648246,3.4512694,4.49842297
1.2,5.3353453,5.703144,6.4141684,7.013517,6.3153577,5.8929944,5.5946703,5.0262737,4.882131,4.303999,5.64816008
1.03,5.353755,6.2599373,4.9667196,5.860044,5.3115735,4.4169507,4.118245,4.2764874,4.3496413,3.362303,4.82756568
1.37,6.2726164,7.430195,6.1707296,7.279966,6.4899487,6.023091,5.293721,5.6045513,5.6592765,4.5477657,6.07718612
1.11,3.0284913,3.5625803,4.0373373,4.760984,4.9376416,3.6726575,3.508313,2.9519026,2.9839838,2.395056,3.58389474
13.6,16.655949,16.061192,16.840988,16.216734,15.96993,16.369434,16.060795,16.410978,16.053839,16.438742,16.3078581
14.5,15.920001,15.324299,16.374863,15.581907,15.547994,15.788441,15.346982,15.449614,15.310923,15.857946,15.650297
0.54,3.8848984,2.8062174,2.6401205,3.9101539,3.2638135,3.1934018,3.7097557,2.9816725,2.2646883,2.38357,3.1038292
0.62,2.8352692,2.2497675,1.3567495,2.0022254,1.4936262,2.4325528,3.4061859,1.8531934,1.3046223,1.8012106,2.07354028
0.57,3.7504761,2.40041,2.8280935,3.8071876,3.4610028,3.9112287,3.6070716,3.5562422,2.2115915,2.1116393,3.16449433
0.72,3.9426758,2.840603,2.7030783,3.7394996,3.111363,2.7959027,3.5706565,3.1258528,2.2779634,2.4141905,3.05217856
0.57,2.9774811,2.1772883,1.31108,1.820951,1.4182631,1.9173627,3.28526,2.062071,1.2497917,1.8148711,2.003442
1.12,-1.3109254,-0.7936666,-0.39454743,0.8308997,-0.59556144,0.25255248,-0.3404876,-1.1057147,-0.025484387,-0.5181062,-0.400104158
5.78,12.675845,12.636082,12.415252,10.9319515,11.857884,15.168167,12.665505,12.049429,11.973154,11.566977,12.39402465
5.99,12.552463,12.834728,12.270171,11.371153,12.103261,13.728657,12.708365,12.054792,12.028891,12.28866,12.3941141
6.49,12.767749,12.958965,12.419539,12.215208,12.195859,12.9277,12.532201,12.251387,12.134516,12.529634,12.4932758
6.94,13.108157,13.16988,12.631301,12.677809,12.472508,13.299076,12.520196,12.696211,12.636427,12.795664,12.8007229
7.69,13.38235,13.498119,12.938476,13.139402,12.944676,14.268879,12.971318,13.117964,13.141451,13.042418,13.2445053
5.89,12.283732,12.437046,11.840804,11.426878,11.74191,12.7906685,12.221217,11.554823,11.385338,11.892408,11.95748245
5.97,12.272071,12.245243,11.685409,11.7395,11.552327,12.319187,12.06141,11.778959,11.728977,11.77997,11.9163053
6.16,11.881717,12.206799,11.370643,10.385672,10.990636,12.979046,11.415072,11.503218,11.575048,11.463541,11.5771392
6.9,11.779216,11.8546715,11.383986,10.71591,11.071889,12.700428,11.2426195,11.348463,11.192167,11.308126,11.4597476
6.88,11.490222,11.495899,10.171966,10.428297,10.6644335,11.820637,10.171033,11.229551,12.142828,11.306311,11.09211775
6.37,5.95732,5.9977074,5.290908,4.190519,5.0180554,6.292683,5.767274,4.8880444,5.13878,5.3916683,5.39329595
5.96,12.327174,12.453304,11.4654455,10.268454,11.407994,12.850262,11.918839,11.978682,11.652424,11.667643,11.79902215
10.71,13.686763,14.457607,12.693831,13.549513,14.170857,13.250813,13.755872,13.290541,13.775076,13.268755,13.5899628
14.46,15.023898,15.689861,13.757232,14.375929,15.503636,14.553684,14.5809145,14.275251,14.527647,14.323126,14.66111785
9.72,7.258456,7.543705,7.5576315,7.519178,7.2061048,7.0597577,7.474965,7.191633,7.781339,7.5466366,7.41394066
8.95,6.65018,7.1363487,6.7165365,6.605512,6.8920026,6.133137,6.6350374,6.5536327,6.713941,6.5897045,6.66260324
9.8,7.9034147,8.078541,8.084289,8.07028,7.997029,7.657765,7.9311113,7.9656353,8.229105,7.8627377,7.9779908
9.08,7.2727156,7.678341,7.2590475,7.1480994,7.6666913,6.7425733,7.0835657,7.333952,7.1769843,6.891287,7.22532571
