smiles,rt_min
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(CCCCCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)CC4)=C3)=N1,11.738
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(C5CN(CCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C6)[C@@H]6C(N[C@@H](C)C7=CC=C(C8=C(C)N=CS8)C=C7)=O)=O)=O)C5)=O)CC4)=C3)=N1,11.36
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(C5CCN(CCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C6)[C@@H]6C(N[C@@H](C)C7=CC=C(C8=C(C)N=CS8)C=C7)=O)=O)=O)CC5)=O)CC4)=C3)=N1,11.295
O=C([C@H]1N(C([C@@H](NC(CCCOC2=CC=C(CNC(COC3=CC=C(OC4=CC=CC(C(N(C)CC5=CC(C6CCN(CCNC)CC6)=NC=C5)=O)=C4)C=C3)=O)C=C2)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C7=CC=C(C8=C(C)N=CS8)C=C7)C,2.748
O=C([C@H]1N(C([C@@H](NC(CCCOC2=CC=C(CCNC(COC3=CC=C(OC4=CC=CC(C(N(C)CC5=CC(C6CCN(CCNC)CC6)=NC=C5)=O)=C4)C=C3)=O)C=C2)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C7=CC=C(C8=C(C)N=CS8)C=C7)C,2.763
O=C([C@H]1N(C([C@@H](NC(CCCCOC2=CC=C(CCNC(COC3=CC=C(OC4=CC=CC(C(N(C)CC5=CC(C6CCN(CCNC)CC6)=NC=C5)=O)=C4)C=C3)=O)C=C2)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C7=CC=C(C8=C(C)N=CS8)C=C7)C,2.819
O=C([C@H]1N(C([C@@H](NC(CCCCCOC2=CC=C(CCNC(COC3=CC=C(OC4=CC=CC(C(N(C)CC5=CC(C6CCN(CCNC)CC6)=NC=C5)=O)=C4)C=C3)=O)C=C2)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C7=CC=C(C8=C(C)N=CS8)C=C7)C,2.833
O=C([C@H]1N(C([C@@H](NC(CCCCCCOC2=CC=C(CCNC(COC3=CC=C(OC4=CC=CC(C(N(C)CC5=CC(C6CCN(CCNC)CC6)=NC=C5)=O)=C4)C=C3)=O)C=C2)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C7=CC=C(C8=C(C)N=CS8)C=C7)C,2.807
O=C([C@H]1N(C([C@@H](NC(CN2CCN(CC3CCN(C(COC4=CC=C(OC5=CC=CC(C(N(C)CC6=CC(C7CCN(CCNC)CC7)=NC=C6)=O)=C5)C=C4)=O)CC3)CC2)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C8=CC=C(C9=C(C)N=CS9)C=C8)C,2.478
O=C([C@H]1N(C([C@@H](NC(CN2CCN(CC3CCN(CC4CCN(C(COC5=CC=C(OC6=CC=CC(C(NC(C)C7=CC(C8CCN(CCNC)CC8)=NC=C7)=O)=C6)C=C5)=O)CC4)CC3)CC2)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C9=CC=C(C%10=C(C)N=CS%10)C=C9)C,2.32
O=C([C@H]1N(C([C@@H](NC(CN2CCN(CC3CCN(CC4CCN(C(COC5=CC=C(OC6=CC=CC(C(NCCC7=CC(C8CCN(CCOC)CC8)=NC=C7)=O)=C6)C=C5)=O)CC4)CC3)CC2)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C9=CC=C(C%10=C(C)N=CS%10)C=C9)C,2.431
O=C([C@H]1N(C([C@@H](NC(CN2CCN(CC3CCN(CC4CCN(C(C5=CC=C(OC6=CC=CC(C(N(C)CC7=CC(C8CCN(CCNC)CC8)=NC=C7)=O)=C6)C=C5)=O)CC4)CC3)CC2)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C9=CC=C(C%10=C(C)N=CS%10)C=C9)C,2.289
O=C([C@H]1N(C([C@@H](NC(CN2CCN(CC3CCN(CC4CCN(C(CC5=CC=C(OC6=CC=CC(C(NC(C)C7=CC(C8CCN(CCNC)CC8)=NC=C7)=O)=C6)C=C5)=O)CC4)CC3)CC2)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C9=CC=C(C%10=C(C)N=CS%10)C=C9)C,2.316
O=C([C@H]1N(C([C@@H](NC(CN2CCN(CC3CCN(CC4CCN(C(CCC5=CC=C(OC6=CC=CC(C(NC(C)C7=CC(C8CCN(CCNC)CC8)=NC=C7)=O)=C6)C=C5)=O)CC4)CC3)CC2)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C9=CC=C(C%10=C(C)N=CS%10)C=C9)C,2.249
O=C(NCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)CCC(NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4)=O,12.336
O=C(NCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)CCC(NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4)=O,12.719
O=C(NCCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)CCC(NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4)=O,13.216
O=C(NCCCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)CCC(NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4)=O,13.83
O=C(NCCCCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)CCC(NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4)=O,14.596
O=C(CCC(NCCOCCOCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,13.155
O=C(NC1=CC=C(NC(CCCC(NCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,12.362
O=C(NC1=CC=C(NC(CCCC(NCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,14.607
O=C(NC1=CC=C(NC(CCCC(NCCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,13.465
O=C(NC1=CC=C(NC(CCCC(NCCCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,14.109
O=C(NC1=CC=C(NC(CCCC(NCCCCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,14.775
O=C(NC1=CC=C(NC(CCCC(NCCOCCOCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,13.232
O=C(NC1=CC=C(NC(COCC(NCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,12.393
O=C(NC1=CC=C(NC(COCC(NCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,13.178
O=C(NC1=CC=C(NC(COCC(NCCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,13.604
O=C(NC1=CC=C(NC(COCC(NCCCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,14.244
O=C(NC1=CC=C(NC(COCC(NCCCCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,14.889
O=C(COCC(NCCOCCOCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,13.159
O=C(/C=C/C(NCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,13.309
O=C(/C=C/C(NCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,13.824
O=C(/C=C/C(NCCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,14.202
O=C(/C=C/C(NCCCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,14.774
O=C(/C=C/C(NCCCCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,15.442
O=C(/C=C/C(NCCCCCCNC1=C(C(N(C2CCC(N(C)C2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,11.045
O=C(/C=C/C(NCCOCCOCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,13.68
O=C(C(CC1)N2C(C3=CC4=C(CN(C5CCN(C(C=C6)=CC=C6[C@@H]7C(C=CC(O)=C8)=C8CC[C@@H]7C9=CC=CC=C9)CC5)C4)C=C3C2=O)=O)NC1=O,1.73
O=C(C(CC1)N2C(C3=CC4=C(CN(CC5CCN(C(C=C6)=CC=C6[C@@H]7C(C=CC(O)=C8)=C8CC[C@@H]7C9=CC=CC=C9)CC5)C4)C=C3C2=O)=O)NC1=O,1.74
O=C(C(CC1)N2C(C3=CC4=C(CN(CCC5CCN(C(C=C6)=CC=C6[C@@H]7C(C=CC(O)=C8)=C8CC[C@@H]7C9=CC=CC=C9)CC5)C4)C=C3C2=O)=O)NC1=O,1.56
O=C(C(CC1)N2C(C3=CC4=C(CN(CCCC5CCN(C(C=C6)=CC=C6[C@@H]7C(C=CC(O)=C8)=C8CC[C@@H]7C9=CC=CC=C9)CC5)C4)C=C3C2=O)=O)NC1=O,1.56
O=C(C(CC1)N2C(C3=CC4=C(CN(CCCCC5CCN(C(C=C6)=CC=C6[C@@H]7C(C=CC(O)=C8)=C8CC[C@@H]7C9=CC=CC=C9)CC5)C4)C=C3C2=O)=O)NC1=O,1.54
O=C(C(CC1)N2C(C3=CC4=C(CN(CCCCCC5CCN(C(C=C6)=CC=C6[C@@H]7C(C=CC(O)=C8)=C8CC[C@@H]7C9=CC=CC=C9)CC5)C4)C=C3C2=O)=O)NC1=O,1.62
O=C(C(CC1)N2C(C3=CC4=C(CN(CCCCCCC5CCN(C(C=C6)=CC=C6[C@@H]7C(C=CC(O)=C8)=C8CC[C@@H]7C9=CC=CC=C9)CC5)C4)C=C3C2=O)=O)NC1=O,1.69
O=C(C(CC1)N2C(C3=CC4=C(CN(C(C5)CN5CC6CCN(C(C=C7)=CC=C7[C@@H]8C(C=CC(O)=C9)=C9CC[C@@H]8C%10=CC=CC=C%10)CC6)C4)C=C3C2=O)=O)NC1=O,1.68
O=C(C(CC1)N2C(C3=CC4=C(CN(CC(C5)CN5CC6CCN(C(C=C7)=CC=C7[C@@H]8C(C=CC(O)=C9)=C9CC[C@@H]8C%10=CC=CC=C%10)CC6)C4)C=C3C2=O)=O)NC1=O,1.5
O=C(C(CC1)N2C(C3=CC4=C(CN(C5CCN(CC5)CC6CCN(C(C=C7)=CC=C7[C@@H]8C(C=CC(O)=C9)=C9CC[C@@H]8C%10=CC=CC=C%10)CC6)C4)C=C3C2=O)=O)NC1=O,2.69
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CCC(CN6CCC(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)CC6)CC5)C=C4)=C1,1.49
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC(CN6CCC(N(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)CC6)C5)C=C4)=C1,1.72
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC(CN6CCC(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)CC6)C5)C=C4)=C1,1.55
O=C(C(CC1)N2C(C3=CC4=C(CN(CC(C5)CN5C(C6CCN(C(C=C7)=CC=C7[C@@H]8C(C=CC(O)=C9)=C9CC[C@@H]8C%10=CC=CC=C%10)CC6)=O)C4)C=C3C2=O)=O)NC1=O,1.44
O=C(C(CC1)N2C(C3=CC4=C(CN(C5CCN(CC5)C(C6CCN(C(C=C7)=CC=C7[C@@H]8C(C=CC(O)=C9)=C9CC[C@@H]8C%10=CC=CC=C%10)CC6)=O)C4)C=C3C2=O)=O)NC1=O,1.5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CCC(C(N6CCC(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)CC6)=O)CC5)C=C4)=C1,1.51
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CCC(CN6CCC(C(N(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)CC6)CC5)C=C4)=C1,1.59
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC(C(N6CCC(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)CC6)=O)C5)C=C4)=C1,1.82
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC(CN6CCC(C(N(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)CC6)C5)C=C4)=C1,1.77
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC6(CN(C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)C6)C5)C=C4)=C1,1.8
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC(CN6C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)(CC6)C5)C=C4)=C1,1.82
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N(CC5)CC65CN(C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)C6)C=C4)=C1,1.88
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC(CCN6C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)(CC6)C5)C=C4)=C1,1.85
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CCC6(CN(C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)C6)CC5)C=C4)=C1,2.56
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC(CCN6C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)(CC6)CC5)C=C4)=C1,1.95
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CCC(CN6C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)(CC6)CC5)C=C4)=C1,1.58
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N(CC5)CCC5(CC6)CCN6C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)C=C4)=C1,2.49
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N(CC5)CCC65CN(C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)CCC6)C=C4)=C1,1.61
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N(CC5)CCC5(CC6)CCN6CC(N(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)C=C4)=C1,1.61
C[C@H]1N(CC(F)(CO)F)[C@H](C2=C(F)C=C(N3CCC4(CCN(C(CN(C5)CC6=C5C=C(C(N(C7CCC(NC7=O)=O)C8=O)=O)C8=C6)=O)CC4)CC3)C=C2F)C(NC9=C%10C=CC=C9)=C%10C1,1.79
C[C@H]1N(CC(C)(F)C)[C@H](C2=C(F)C=C(N3CCC4(CCN(C(CN(C5)CC6=C5C=C(C(N(C7CCC(NC7=O)=O)C8=O)=O)C8=C6)=O)CC4)CC3)C=C2F)C(NC9=C%10C=CC=C9)=C%10C1,1.64
C[C@H]1N(CC(F)F)[C@H](C2=C(F)C=C(N3CCC4(CCN(C(CN(C5)CC6=C5C=C(C(N(C7CCC(NC7=O)=O)C8=O)=O)C8=C6)=O)CC4)CC3)C=C2F)C(NC9=C%10C=CC=C9)=C%10C1,1.95
O=C(N1)C(N2C(C3=CC4=C(C=C3C2=O)CN(C4)CC(N5CCC6(CCN(CC6)C7=CN=C([C@@H]8C9=C(C[C@H](N8CC(F)(F)F)C)C(C=NN%10)=C%10C=C9)C=C7)CC5)=O)=O)CCC1=O,1.22
FC(F)(F)CN1[C@H](C)CC2=C(C=CC3=C2C=NN3)[C@H]1C4=C(F)C=C(N5CCC6(CCN(CC6)C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)CC5)C=C4F,1.92
FC(F)CN1[C@H](C)CC2=C(C=CC3=C2C=NN3)[C@H]1C4=C(F)C=C(N5CCC6(CCN(CC6)C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)CC5)C=C4F,1.79
FC(F)CN1[C@H](C)CC2=C(C=CC3=C2C=NN3)[C@H]1C4=NC=C(N5CCC6(CCN(CC6)C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)CC5)C=C4,1.15
FC(F)CN1[C@H](C)CC2=C(C=CC3=C2C=NN3)[C@H]1C4=C(OC)C=C(N5CCC6(CCN(CC6)C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)CC5)C=C4,1.63
O=C(OCC1=CC=C(NC([C@H](CCCNC(N)=O)NC(C2(CCC2)C(NCCCCCN3C(C=CC3=O)=O)=O)=O)=O)C=C1)NCO[C@@H]4C[C@@H](C(NCC5=CC=C(C6=C(C)N=CS6)C=C5)=O)N(C([C@H](C(C)(C)C)NC(COCCOCCOCCNC(C[C@@H]7N=C(C8=CC=C(Cl)C=C8)C9=C(SC(C)=C9C)N%10C7=NN=C%10C)=O)=O)=O)C4,4.03
O=C([C@H](C(C)(C)C)NC(COCCOCCOCCNC(C[C@@H]1N=C(C2=CC=C(Cl)C=C2)C3=C(SC(C)=C3C)N4C1=NN=C4C)=O)=O)N5C[C@H](OC(OC[C@@H](C)SS(C)(=O)=O)=O)C[C@H]5C(NCC6=CC=C(C7=C(C)N=CS7)C=C6)=O,4.24
O=C([C@H](C(C)(C)C)NC(COCCOCCOCCNC(C[C@@H]1N=C(C2=CC=C(Cl)C=C2)C3=C(SC(C)=C3C)N4C1=NN=C4C)=O)=O)N5C[C@H](OC(OCC(C)(C)SS(C)(=O)=O)=O)C[C@H]5C(NCC6=CC=C(C7=C(C)N=CS7)C=C6)=O,4.31
O=C([C@H](C(C)(C)C)NC(COCCOCCOCCNC(C[C@@H]1N=C(C2=CC=C(Cl)C=C2)C3=C(SC(C)=C3C)N4C1=NN=C4C)=O)=O)N5C[C@H](OC(OC(C)C(C)SS(C)(=O)=O)=O)C[C@H]5C(NCC6=CC=C(C7=C(C)N=CS7)C=C6)=O,4.33
O=C([C@H](C(C)(C)C)NC(COCCOCCOCCNC(C[C@@H]1N=C(C2=CC=C(NC([C@H](CCCNC(N)=O)NC(OCC3C(C=CC=C4)=C4C5=C3C=CC=C5)=O)=O)C=C2)C6=C(SC(C)=C6C)N7C1=NN=C7C)=O)=O)N8C[C@H](O)C[C@H]8C(NCC9=CC=C(C%10=C(C)N=CS%10)C=C9)=O,3.7
O=C(NC1=CC=C(COC(NC2=CC(CCOCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(NCC4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)=CC(OCCNC(C[C@@H]6N=C(C7=CC=C(Cl)C=C7)C8=C(SC(C)=C8C)N9C6=NN=C9C)=O)=C2)=O)C=C1)[C@H](CCCNC(N)=O)NC(C%10(CCC%10)C(NCCCCCN%11C(C=CC%11=O)=O)=O)=O,3.93
O=C([C@H](C(C)(C)C)NC(COC[C@H]1C[C@H](CNC1)COCCNC(C[C@@H]2N=C(C3=CC=C(Cl)C=C3)C4=C(SC(C)=C4C)N5C2=NN=C5C)=O)=O)N6C[C@H](O)C[C@H]6C(NCC7=CC=C(C8=C(C)N=CS8)C=C7)=O,3.23
O=C([C@H](C(C)(C)C)NC(CCC1=CC(CCOCCOCC#CC2=CC=C(C3=N[C@@H](CC(NCCS(=O)(O)=O)=O)C4=NN=C(C)N4C5=C3C(C)=C(C)S5)C=C2)=CC(NC(OCC(C=C6)=CC=C6NC([C@H](CCCNC(N)=O)NC(C7(CCC7)C(NCCCCCN8C(C=CC8=O)=O)=O)=O)=O)=O)=C1)=O)N9C[C@H](O)C[C@H]9C(NCC%10=CC=C(C%11=C(C)N=CS%11)C=C%10)=O,3.72
O=C([C@H](C(C)(C)C)NC(COCC#CC#CCNC(C[C@@H]1N=C(C2=CC=C(Cl)C=C2)C3=C(SC(C)=C3C)N4C1=NN=C4C)=O)=O)N5C[C@H](OC(OC[C@@H](C)SS(C)(=O)=O)=O)C[C@H]5C(NCC6=CC=C(C7=C(C)N=CS7)C=C6)=O,4.38
Cc1ncsc1-c1ccc(cc1)CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)COCCOCCOCC(F)(F)c1cnc(nc1)-c1ccc(cc1)C(C(=O)NO)c1ccccc1F)C(C)(C)C,6.42
Cc1ncsc1-c1ccc(cc1)CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)COCCOCCOCCOCC(F)(F)c1cnc(nc1)-c1ccc(cc1)C(C(=O)NO)c1ccccc1F)C(C)(C)C,6.44
Cc1ncsc1-c1ccc(cc1)CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCC(F)(F)c1cnc(nc1)-c1ccc(cc1)C(C(=O)NO)c1ccccc1F)C(C)(C)C,6.44
Cc1ncsc1-c1ccc(cc1)CNC(=O)[C@@H]1C[C@H](O)CN1C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCC(F)(F)c1cnc(nc1)-c1ccc(cc1)C(C(=O)NO)c1ccccc1F)C(C)(C)C,4.58
CCCN(CCCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(cc1)-c1scnc1C)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(cc1)-c1noc(n1)C(F)(F)F,6.65
CCCN(CCCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(cc1)-c1scnc1C)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(cc1)-c1noc(n1)C(F)(F)F,6.66
CCCN(CCCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(cc1)-c1scnc1C)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(cc1)-c1noc(n1)C(F)(F)F,6.62
CCCN(CCCCOCCOCCOCCOCCOCC(=O)N[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)NCc1ccc(cc1)-c1scnc1C)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(cc1)-c1noc(n1)C(F)(F)F,6.32
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCOCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,6.672
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCOCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NCCC6,6.947
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCN4CCC(CCCCCNc5c6C(=O)N(C(=O)c6ccc5)C7C(=O)NC(=O)CC7)CC4,6.353
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCN4CCC(CCCCCNc5c6C(=O)N(C(=O)c6ccc5)C7C(=O)N(C(=O)CC7)C)CC4,6.947
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,6.878
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,7.05
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,10.066
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCCCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,10.34
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCCCCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,7.943
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,6.706
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCOCCOCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,6.695
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCOCCOCCOCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,6.734
