,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time,,
24,rf,16,AtomPairFP,1.333732562,0.906563988,1.114948482,0.944037295,3.476750374,500,
25,rf,32,AtomPairFP,2.297030985,0.741843435,2.732158274,0.77812157,3.53474474,500,
26,rf,64,AtomPairFP,1.528054793,0.888081942,1.784593477,0.871934474,3.601390839,500,
27,rf,128,AtomPairFP,1.397864501,0.888590863,1.990832279,0.775927327,3.58307004,500,
28,rf,256,AtomPairFP,1.236106229,0.936016591,2.039925626,0.817816704,3.458723068,500,
29,rf,512,AtomPairFP,0.838276162,0.950545066,1.396526586,0.911695021,3.495127439,500,
average,,,,1.760496729,0.84137661,1.832481023,0.847984176,3.496988344,,
st.p,,,,0.523392794,0.079157297,0.426175342,0.052111564,0.073293197,,
,,,,,,,,,,
30,rf,1,TorsionFP,1.551890432,0.89945999,1.515144028,0.889192703,2.77080369,500,
31,rf,2,TorsionFP,1.514552586,0.871018854,1.034905351,0.947727356,2.827277899,500,
32,rf,4,TorsionFP,1.506848871,0.905520937,1.096752203,0.928003854,2.804388523,500,
33,rf,8,TorsionFP,1.298775168,0.933035371,1.589512703,0.90688087,2.836970568,500,
34,rf,16,TorsionFP,0.831377891,0.956048042,0.686912576,0.97220692,2.803517103,500,
35,rf,32,TorsionFP,1.520324055,0.894041283,2.156518299,0.858026224,2.790322304,500,
36,rf,64,TorsionFP,1.320525665,0.916427603,1.268822615,0.917962846,2.786288023,500,
37,rf,128,TorsionFP,1.162053237,0.923170102,1.681135563,0.84524922,2.815493822,500,
38,rf,256,TorsionFP,1.23820613,0.925974629,1.448868459,0.895567299,2.842287064,500,
39,rf,512,TorsionFP,0.739649329,0.968468005,1.050415877,0.954014179,2.807216644,500,
average,,,,1.268420336,0.919316482,1.352898767,0.911483147,2.808456564,,
st.p,,,,0.273442525,0.027526185,0.394194976,0.038911133,0.02154492,,
,,,,,,,,,,
40,rf,1,AvalonFP,1.587230367,0.893210921,1.438245514,0.898229714,3.016038656,500,
41,rf,2,AvalonFP,1.148091114,0.922928003,1.246000008,0.923135685,3.035283804,500,
42,rf,4,AvalonFP,1.505924087,0.903096603,1.068994479,0.934905863,3.127850294,500,
43,rf,8,AvalonFP,1.078895614,0.952586405,2.051632403,0.83300236,3.155213118,500,
44,rf,16,AvalonFP,0.789568904,0.960333948,0.63125006,0.976765844,3.071681499,500,
45,rf,32,AvalonFP,1.510542578,0.891384355,1.978432182,0.885620543,3.019163847,500,
46,rf,64,AvalonFP,1.128695895,0.938259305,1.284604994,0.916742382,3.133912563,500,
47,rf,128,AvalonFP,1.097046341,0.934854546,1.498239395,0.876713492,3.018157482,500,
48,rf,256,AvalonFP,1.185715191,0.932151521,1.288548695,0.924309747,3.028654814,500,
49,rf,512,AvalonFP,0.896025849,0.949690985,1.187461195,0.942217228,3.035485506,500,
average,,,,1.192773594,0.927849659,1.367340893,0.911164286,3.064144158,,
st.p,,,,0.251704976,0.023423517,0.394312486,0.037808299,0.051616221,,
,,,,,,,,,,
50,rf,1,EstateFP,2.393947079,0.767707705,1.52476031,0.884730096,3.025374651,500,
51,rf,2,EstateFP,2.328776172,0.726666817,1.338882787,0.909703976,2.911282301,500,
52,rf,4,EstateFP,1.500245443,0.908200936,1.28746871,0.90374624,3.000846386,500,
53,rf,8,EstateFP,2.160668528,0.80922766,1.521746099,0.916790292,2.970885992,500,
54,rf,16,EstateFP,0.765646265,0.962974687,0.691444077,0.970640639,3.004749775,500,
55,rf,32,EstateFP,1.839651273,0.831799959,1.897979,0.904818618,2.99708128,500,
56,rf,64,EstateFP,1.38834064,0.902396452,1.599382887,0.871515246,3.001460552,500,
57,rf,128,EstateFP,1.088074945,0.929253068,2.367976264,0.700933801,3.001219988,500,
58,rf,256,EstateFP,1.306414806,0.922810617,1.558567036,0.890555469,3.034692526,500,
59,rf,512,EstateFP,1.519188462,0.845302191,1.01016488,0.954687219,3.006307602,500,
average,,,,1.629095361,0.860634009,1.479837205,0.89081216,2.995390105,,
st.p,,,,0.512881082,0.073038634,0.434387747,0.069506161,0.03229333,,
,,,,,,,,,,
60,rf,1,MACCSFP,1.63410135,0.886901507,1.530173931,0.882303306,3.060551167,500,
61,rf,2,MACCSFP,2.21142802,0.747096034,1.093601782,0.938957307,3.001691341,500,
62,rf,4,MACCSFP,1.666803145,0.884247193,1.428424077,0.869948816,2.987007856,500,
63,rf,8,MACCSFP,1.162464532,0.946041884,1.578675267,0.910818432,2.966386318,500,
64,rf,16,MACCSFP,0.821192401,0.957351131,0.784006016,0.963803861,2.995868206,500,
65,rf,32,MACCSFP,1.758118706,0.847556721,2.054291838,0.876881056,3.008764505,500,
66,rf,64,MACCSFP,1.37463332,0.90806392,1.6136263,0.866629681,3.009890079,500,
67,rf,128,MACCSFP,1.194492704,0.918244134,1.557713175,0.869434857,2.881679535,500,
68,rf,256,MACCSFP,1.19220323,0.931839042,1.987568586,0.810257917,2.881034851,500,
69,rf,512,MACCSFP,1.139435639,0.913921594,1.353600316,0.918462035,3.040997505,500,
average,,,,1.415487305,0.894126316,1.498168129,0.890749727,2.983387136,,
st.p,,,,0.381529104,0.057635977,0.356739947,0.041283161,0.056774153,,
,,,,,,,,,,
70,rf,1,PharmacoErGFP,2.496979995,0.739764584,2.213480742,0.751626577,2.852668285,500,
71,rf,2,PharmacoErGFP,1.811047738,0.846749116,2.144417053,0.778572148,2.818589449,500,
72,rf,4,PharmacoErGFP,1.822611636,0.869186453,1.153209382,0.918178053,2.852094889,500,
73,rf,8,PharmacoErGFP,2.356809338,0.77992081,1.611277767,0.922919523,2.855893135,500,
74,rf,16,PharmacoErGFP,1.759850877,0.812714776,1.332686403,0.909842776,2.858284712,500,
75,rf,32,PharmacoErGFP,1.630387114,0.883518529,3.021696078,0.725733918,2.857121706,500,
76,rf,64,PharmacoErGFP,2.015272486,0.80254649,2.474399833,0.705375086,3.003638506,500,
77,rf,128,PharmacoErGFP,1.871093834,0.776577641,2.010212627,0.770168286,2.836835146,500,
78,rf,256,PharmacoErGFP,1.505547013,0.886648631,2.385589847,0.719154189,2.851049185,500,
79,rf,512,PharmacoErGFP,1.836349359,0.767938687,1.981047736,0.825675087,2.893551111,500,
average,,,,1.910594939,0.816556572,2.032801747,0.802724564,2.867972612,,
st.p,,,,0.290506382,0.049487916,0.52793926,0.081498538,0.048577743,,
,,,,,,,,,,
80,rf,1,PharmacoPFP,2.032003601,0.833532238,1.871439899,0.826576785,2.981969118,500,
81,rf,2,PharmacoPFP,2.193302466,0.726341654,1.935446373,0.821097972,3.023087025,500,
82,rf,4,PharmacoPFP,1.424385848,0.931131453,1.161099306,0.914248401,2.909855127,500,
83,rf,8,PharmacoPFP,2.449712416,0.751632435,2.043321193,0.849601987,3.029031277,500,
84,rf,16,PharmacoPFP,1.814981663,0.814247641,1.280769543,0.911919376,2.976788282,500,
85,rf,32,PharmacoPFP,1.50903033,0.91915888,3.168560879,0.697062678,2.864693165,500,
86,rf,64,PharmacoPFP,1.6499743,0.868847132,2.393522112,0.72000631,2.975259542,500,
87,rf,128,PharmacoPFP,1.332981559,0.897145329,1.700953208,0.839530748,3.002095222,500,
88,rf,256,PharmacoPFP,1.800175787,0.860633228,2.902621341,0.574447739,3.015725374,500,
89,rf,512,PharmacoPFP,1.222953911,0.892615461,1.101035993,0.947307173,3.016655445,500,
average,,,,1.742950188,0.849528545,1.955876985,0.810179917,2.979515958,,
st.p,,,,0.373853161,0.065105348,0.667595293,0.109217733,0.050615187,,
,,,,,,,,,,
90,rf,1,PubChemFP,1.507350466,0.903592608,1.514098921,0.888243331,2.76197958,500,
91,rf,2,PubChemFP,1.724387288,0.83970132,1.611535419,0.870973204,2.776154041,500,
92,rf,4,PubChemFP,2.046646275,0.814733683,1.045826551,0.937985717,2.807659864,500,
93,rf,8,PubChemFP,1.006367419,0.965264435,1.774733195,0.889211216,2.840581179,500,
94,rf,16,PubChemFP,1.585088409,0.838758261,0.707741708,0.970704006,2.766674757,500,
95,rf,32,PubChemFP,1.615238263,0.875312205,2.176249077,0.856607771,2.85064292,500,
96,rf,64,PubChemFP,1.258908476,0.918432259,1.455285903,0.894992054,2.786931753,500,
97,rf,128,PubChemFP,1.02984545,0.939513745,1.456202386,0.889573022,2.835114479,500,
98,rf,256,PubChemFP,1.34850639,0.906349905,1.376775501,0.90974923,2.805401087,500,
99,rf,512,PubChemFP,1.142732271,0.917663354,1.043965226,0.953789789,2.846335649,500,
average,,,,1.426507071,0.891932178,1.416241389,0.906182934,2.807747531,,
st.p,,,,0.314510368,0.045979527,0.391955523,0.034873962,0.032209769,,
,,,,,,,,,,
100,rf,1,MHFP6,2.11380594,0.81771912,1.331535674,0.913156321,3.81013155,500,
101,rf,2,MHFP6,1.210173833,0.934187634,2.598412471,0.687461193,3.853177786,500,
102,rf,4,MHFP6,1.845432669,0.879837815,1.282165693,0.896419935,3.773869991,500,
103,rf,8,MHFP6,2.023467133,0.853574747,1.910886684,0.882072861,3.828099489,500,
104,rf,16,MHFP6,1.363217229,0.889912101,1.14839064,0.938570181,3.910585642,500,
105,rf,32,MHFP6,2.008841963,0.821113861,2.626484552,0.816640663,3.902298927,500,
106,rf,64,MHFP6,1.096809348,0.945446212,1.416334723,0.935422612,3.781143665,500,
107,rf,128,MHFP6,0.964404554,0.947864387,2.050689017,0.764136508,3.788045406,500,
108,rf,256,MHFP6,1.424935488,0.9057191,2.204619362,0.790543229,3.831460714,500,
109,rf,512,MHFP6,1.159171113,0.906931659,1.353287663,0.922079573,3.742124796,500,
average,,,,1.521025927,0.890230664,1.792280648,0.854650308,3.822093797,,
st.p,,,,0.412132439,0.045064685,0.530825572,0.081075561,0.052013046,,
,,,,,,,,,,
110,rf,1,Property,2.281111662,0.788312044,2.590636491,0.668748205,2.968472004,500,
111,rf,2,Property,2.033206154,0.765431137,2.369815577,0.738066239,3.035108805,500,
112,rf,4,Property,1.770258521,0.881523254,1.639083814,0.827196817,2.989908934,500,
113,rf,8,Property,2.358247417,0.776212198,2.044708409,0.864719708,2.997271299,500,
114,rf,16,Property,1.559758974,0.866456479,1.587796057,0.865776645,3.013637781,500,
115,rf,32,Property,1.89332197,0.830691384,3.370910238,0.639805759,2.994594097,500,
116,rf,64,Property,2.08766014,0.777523419,2.535091644,0.723220926,2.99074316,500,
117,rf,128,Property,1.576707413,0.848595074,2.985656751,0.48734912,3.027852297,500,
118,rf,256,Property,1.762941217,0.846983659,2.979511333,0.564073064,3.019051313,500,
119,rf,512,Property,1.384507812,0.869377763,1.968085123,0.832042981,3.014551163,500,
average,,,,1.870772128,0.825110641,2.407129544,0.721099946,3.005119085,,
st.p,,,,0.303534368,0.041813769,0.568149627,0.124121545,0.019300801,,
,,,,,,,,,,
120,rf,1,Constitution,2.044412387,0.825924707,1.695577014,0.853462127,2.988613129,500,
121,rf,2,Constitution,2.01884604,0.78189527,1.601883094,0.885045685,3.017565966,500,
122,rf,4,Constitution,1.760974691,0.875869009,1.593364011,0.834660168,2.992446184,500,
123,rf,8,Constitution,2.246704167,0.79020225,2.148380037,0.829819437,2.994189739,500,
124,rf,16,Constitution,1.155986425,0.924015836,1.286215735,0.908304752,2.982870102,500,
125,rf,32,Constitution,1.649460108,0.873848843,2.208841558,0.878961539,2.938583374,500,
126,rf,64,Constitution,1.399541004,0.901350078,1.611599863,0.882171708,3.014296532,500,
127,rf,128,Constitution,1.401521015,0.885858596,2.203433321,0.717283253,3.005782366,500,
128,rf,256,Constitution,1.169057229,0.933814546,1.469572403,0.91493931,3.035804749,500,
129,rf,512,Constitution,1.137105189,0.906239578,1.46642595,0.903154221,3.036638975,500,
average,,,,1.598360826,0.869901871,1.728529299,0.86078022,3.000679112,,
st.p,,,,0.386807703,0.050655261,0.318272482,0.055362509,0.027298512,,
,,,,,,,,,,
130,rf,1,Autocorr,2.502451993,0.734690804,1.976885854,0.809208844,3.096982002,500,
131,rf,2,Autocorr,1.884808433,0.810428037,1.776788706,0.861860144,3.305375338,500,
132,rf,4,Autocorr,1.945776092,0.874113519,1.839700266,0.780997062,3.392052889,500,
133,rf,8,Autocorr,2.658416388,0.711365031,2.226855313,0.831542945,3.199197054,500,
134,rf,16,Autocorr,1.621276523,0.861253408,1.692426408,0.886642637,3.403225422,500,
135,rf,32,Autocorr,1.770549773,0.873672493,2.762148938,0.813046315,3.434994698,500,
136,rf,64,Autocorr,1.726414667,0.887280779,2.484516017,0.706600724,3.37207222,500,
137,rf,128,Autocorr,1.360818166,0.906778645,2.507384599,0.633656614,3.352386713,500,
138,rf,256,Autocorr,1.439525075,0.913331892,2.203109275,0.822030132,3.301169872,500,
139,rf,512,Autocorr,1.833243862,0.758425903,2.148418496,0.792306661,3.414155245,500,
average,,,,1.874328097,0.833134051,2.161823387,0.793789208,3.327161145,,
st.p,,,,0.395684999,0.070367681,0.331149157,0.070354121,0.101169911,,
,,,,,,,,,,
140,rf,1,Fragment,2.294206661,0.785259034,1.897786605,0.823548425,2.904576302,500,
141,rf,2,Fragment,1.913342477,0.804024052,1.662869159,0.859389257,3.004284859,500,
142,rf,4,Fragment,1.823404392,0.857035144,1.05068794,0.928517381,2.971678734,500,
143,rf,8,Fragment,1.439719865,0.917439585,1.897772386,0.870578057,2.983175755,500,
144,rf,16,Fragment,0.897813227,0.949924361,0.600375105,0.978193632,3.038122416,500,
145,rf,32,Fragment,1.678858026,0.863739098,2.012158763,0.884223558,3.033122063,500,
146,rf,64,Fragment,1.31447675,0.911886452,1.223761726,0.926455551,2.996316195,500,
147,rf,128,Fragment,1.022813359,0.943551237,1.135434236,0.92786019,2.975274801,500,
148,rf,256,Fragment,1.359906782,0.904445118,2.705093955,0.65130585,2.999567747,500,
149,rf,512,Fragment,1.27918917,0.890956492,1.420705793,0.920077711,3.021509171,500,
average,,,,1.502373071,0.882826057,1.560664567,0.877014961,2.992762804,,
st.p,,,,0.404340526,0.052463686,0.569863948,0.08601219,0.036501436,,
,,,,,,,,,,
150,rf,1,Charge,2.406674024,0.756999915,1.784389082,0.839739607,2.986304283,500,
151,rf,2,Charge,2.280013197,0.723028435,2.172661972,0.75845394,3.045722008,500,
152,rf,4,Charge,1.666938215,0.887985406,1.21669097,0.903449327,2.992948055,500,
153,rf,8,Charge,1.457636777,0.923963145,1.806270579,0.878585528,2.92683506,500,
154,rf,16,Charge,0.963428651,0.947676987,0.828910322,0.963105094,3.017802477,500,
155,rf,32,Charge,1.657088293,0.87387738,2.299768705,0.853581067,2.994275331,500,
156,rf,64,Charge,1.509645933,0.882692698,1.536036616,0.893201236,2.911824703,500,
157,rf,128,Charge,1.036716599,0.93490799,1.5530647,0.860117093,3.019520998,500,
158,rf,256,Charge,1.084503306,0.950604077,2.356885432,0.746381532,3.044685602,500,
159,rf,512,Charge,1.110312369,0.915168405,1.453835388,0.909582488,2.999961376,500,
average,,,,1.517295736,0.879690444,1.700851377,0.860619691,2.993987989,,
st.p,,,,0.480515766,0.074582981,0.462005828,0.063319262,0.042216024,,
,,,,,,,,,,
160,rf,1,Estate,2.35335869,0.768577679,1.800602071,0.837482533,3.012983561,500,
161,rf,2,Estate,1.867116393,0.809148618,1.220766349,0.928781664,2.924435854,500,
162,rf,4,Estate,1.567916476,0.902057786,1.040177628,0.929693018,2.929063797,500,
163,rf,8,Estate,1.823530747,0.86622905,1.923946753,0.870165292,2.916383266,500,
164,rf,16,Estate,1.072818751,0.939031221,0.933851981,0.954027549,2.86241293,500,
165,rf,32,Estate,1.496882711,0.900356214,1.9918905,0.894130968,2.98837328,500,
166,rf,64,Estate,1.179438719,0.928789457,1.528504473,0.888820687,3.010804653,500,
167,rf,128,Estate,1.04655973,0.933837226,1.949959064,0.784886014,2.947972298,500,
168,rf,256,Estate,0.996365239,0.951671268,2.081109301,0.799509712,2.947345972,500,
169,rf,512,Estate,1.202689558,0.898876105,1.497677334,0.902536906,2.973575592,500,
average,,,,1.460667701,0.889857462,1.596848545,0.879003434,2.95133512,,
st.p,,,,0.423049952,0.056400654,0.396125361,0.053417607,0.044248403,,
,,,,,,,,,,
170,rf,1,Connectivity,2.308055842,0.784395427,1.145170503,0.943195432,2.80601573,500,
171,rf,2,Connectivity,1.295672749,0.914261884,2.069778071,0.800968086,2.816220045,500,
172,rf,4,Connectivity,2.218236622,0.817153641,1.664363064,0.824617916,2.818350315,500,
173,rf,8,Connectivity,2.523156873,0.734755861,3.021104466,0.635662681,2.815910339,500,
174,rf,16,Connectivity,1.858537971,0.792696361,1.113064632,0.932768175,2.816277504,500,
175,rf,32,Connectivity,1.868238177,0.841781411,2.568052003,0.833291633,2.778895378,500,
176,rf,64,Connectivity,1.407844528,0.905132786,1.860905855,0.842158307,2.786799908,500,
177,rf,128,Connectivity,1.441928379,0.867775875,2.38167176,0.671180181,2.852607489,500,
178,rf,256,Connectivity,1.532656871,0.887292408,1.70398153,0.887175175,2.816952229,500,
179,rf,512,Connectivity,1.278684423,0.884179198,1.662122149,0.874889636,2.820231676,500,
average,,,,1.773301244,0.842942485,1.919021403,0.824590722,2.812826061,,
st.p,,,,0.428549045,0.056179497,0.57458506,0.096118254,0.018955012,,
,,,,,,,,,,
180,rf,1,Topology,3.1838097,0.575191665,2.795207975,0.603315003,3.001906872,500,
181,rf,2,Topology,2.517724408,0.627957255,3.098908256,0.514850202,3.001100779,500,
182,rf,4,Topology,2.972927378,0.63113938,3.160493552,0.396244666,2.987915754,500,
183,rf,8,Topology,3.039862388,0.602823165,3.104225194,0.605739625,2.997395754,500,
184,rf,16,Topology,2.24314769,0.695068849,2.371820077,0.659840077,2.998443842,500,
185,rf,32,Topology,2.265438305,0.757368604,2.994441434,0.752386563,2.989081383,500,
186,rf,64,Topology,2.500660206,0.68320866,2.689039422,0.674146125,3.004708767,500,
187,rf,128,Topology,2.453373164,0.601582333,2.900193188,0.520840061,3.02830267,500,
188,rf,256,Topology,2.336474185,0.712415242,2.803016822,0.627681818,2.973252058,500,
189,rf,512,Topology,1.897398912,0.739939496,2.239655953,0.784485047,2.994757414,500,
average,,,,2.541081634,0.662669465,2.815700187,0.613952919,2.997686529,,
st.p,,,,0.384601107,0.060041213,0.294432287,0.109650023,0.013386284,,
,,,,,,,,,,
190,rf,1,Kappa,2.58403677,0.726639235,3.179097181,0.490098746,3.049162388,500,
191,rf,2,Kappa,3.683074216,0.314739121,2.324648636,0.725549377,2.974514723,500,
192,rf,4,Kappa,2.788172957,0.669932015,2.696599394,0.554240318,3.018835545,500,
193,rf,8,Kappa,3.022362512,0.611689525,2.953041574,0.649772051,3.007829905,500,
194,rf,16,Kappa,2.065896809,0.7467344,2.537185425,0.611678855,2.990583658,500,
195,rf,32,Kappa,2.164462999,0.79396303,3.468042873,0.618826025,2.991592884,500,
196,rf,64,Kappa,2.387743606,0.720088589,3.60017685,0.370711337,3.025692701,500,
197,rf,128,Kappa,2.871466247,0.466098127,2.587609445,0.614105414,3.058854818,500,
198,rf,256,Kappa,2.334593074,0.72691598,2.441217547,0.726662288,3.025565863,500,
199,rf,512,Kappa,2.558432659,0.552627236,2.316625544,0.75809298,2.989657879,500,
average,,,,2.646024185,0.632942726,2.810424447,0.611973739,3.013229036,,
st.p,,,,0.45075443,0.141930135,0.443375861,0.111927757,0.026031472,,
,,,,,,,,,,
200,rf,1,Path,2.842945999,0.661948928,2.038081977,0.795774972,2.967264652,500,
201,rf,2,Path,1.668124299,0.84409425,2.489774257,0.686933893,2.985064983,500,
202,rf,4,Path,2.31283764,0.784859171,2.594306067,0.590266922,3.005904675,500,
203,rf,8,Path,3.036436661,0.599846373,3.181903067,0.586380528,3.041028023,500,
204,rf,16,Path,1.570691895,0.846035073,1.768607564,0.822220538,2.99438262,500,
205,rf,32,Path,2.419098875,0.712371565,2.540894515,0.822393247,3.002980471,500,
206,rf,64,Path,2.419527056,0.701531523,2.306799534,0.746254347,3.019779205,500,
207,rf,128,Path,1.433848913,0.871453936,2.988228826,0.493326597,2.991781712,500,
208,rf,256,Path,1.854740605,0.827515257,2.712222755,0.66664617,2.985516787,500,
209,rf,512,Path,1.270270762,0.883146423,1.906518953,0.836510876,3.025895357,500,
average,,,,2.082852271,0.77328025,2.452733752,0.704670809,3.001959849,,
st.p,,,,0.57742594,0.092964382,0.432963807,0.113399806,0.020866097,,
,,,,,,,,,,
210,rf,1,InfoContent,3.048869389,0.618035401,2.459130077,0.733445397,2.806941509,500,
211,rf,2,InfoContent,2.188852472,0.735822707,2.731175718,0.619501384,2.99421525,500,
212,rf,4,InfoContent,2.337409907,0.793058102,2.833288785,0.518308736,2.811137199,500,
213,rf,8,InfoContent,2.575924341,0.735600198,2.62142411,0.743460429,2.815415859,500,
214,rf,16,InfoContent,2.214759979,0.720860013,2.271265845,0.70480466,2.850717306,500,
215,rf,32,InfoContent,2.696199783,0.647232622,3.609653017,0.614530151,2.801133394,500,
216,rf,64,InfoContent,2.189700944,0.788605734,2.596035482,0.691992274,2.821934223,500,
217,rf,128,InfoContent,2.586719241,0.584062477,2.592269476,0.615180831,2.854684353,500,
218,rf,256,InfoContent,2.330631945,0.722602648,3.077143513,0.575238212,2.827955723,500,
219,rf,512,InfoContent,1.846252892,0.754449565,2.45930388,0.761238848,2.833110094,500,
average,,,,2.401532089,0.710032947,2.72506899,0.657770092,2.841724491,,
st.p,,,,0.318283508,0.067014702,0.362010179,0.076529596,0.053519082,,
,,,,,,,,,,
220,rf,1,moe206,2.149558368,0.805809788,1.356152644,0.909095266,2.871622086,500,
221,rf,2,moe206,2.318052936,0.71384155,1.868536434,0.832358917,2.9133389,500,
222,rf,4,moe206,1.864619645,0.851773927,1.402416256,0.87218152,2.934124708,500,
223,rf,8,moe206,1.784352431,0.878676641,2.250469391,0.807068982,2.964805365,500,
224,rf,16,moe206,1.07440432,0.933216725,0.848180839,0.963386377,2.836304665,500,
225,rf,32,moe206,1.793113873,0.851062891,2.684865945,0.783299769,3.008929014,500,
226,rf,64,moe206,1.130046036,0.93829317,1.383155484,0.919076059,2.872765779,500,
227,rf,128,moe206,1.186720303,0.91484,1.882572359,0.794687194,2.894105196,500,
228,rf,256,moe206,1.816636685,0.832662028,1.701696133,0.873410052,2.975178242,500,
229,rf,512,moe206,1.078071375,0.915776347,1.338513373,0.92201222,2.96037221,500,
average,,,,1.619557597,0.863595307,1.671655886,0.867657636,2.923154617,,
st.p,,,,0.440719907,0.065591361,0.49901199,0.058215822,0.05194396,,
,,,,,,,,,,
,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time,n_neighbors,weights
0,knn,1,MorganFP,1.872300226,0.86139068,1.015517842,0.950401933,0.092792988,3,distance
1,knn,2,MorganFP,0.79970984,0.967021727,1.176266544,0.9352189,0.088561535,3,distance
2,knn,4,MorganFP,1.374731906,0.918093366,0.998378301,0.944002266,0.083003283,7,distance
3,knn,8,MorganFP,1.641720135,0.882998742,1.346845244,0.930735424,0.08453536,3,distance
4,knn,16,MorganFP,0.684062766,0.971489883,0.430967283,0.989166322,0.082954645,3,distance
5,knn,32,MorganFP,1.4676677,0.895512746,1.929249391,0.879702872,0.084341526,1,uniform
6,knn,64,MorganFP,1.024456558,0.951063378,1.057320121,0.942952154,0.083662271,5,distance
7,knn,128,MorganFP,1.293615175,0.919296207,1.875076178,0.807407492,0.084951401,3,distance
8,knn,256,MorganFP,1.090257418,0.937545463,1.128543618,0.935810363,0.083389997,5,distance
9,knn,512,MorganFP,0.847881646,0.960903122,1.337387218,0.92859292,0.084965706,3,uniform
average,,,,1.209640337,0.926531531,1.229555174,0.924399065,0.085315871,,
st.p,,,,0.367475939,0.035762251,0.413685792,0.046464235,0.002926131,,
,,,,,,,,,,
10,knn,1,RDkitFP,2.047440777,0.828488191,1.017147584,0.947217837,0.082610607,3,distance
11,knn,2,RDkitFP,0.755788671,0.967455582,2.884300491,0.64797065,0.085477829,3,distance
12,knn,4,RDkitFP,1.496559347,0.908621686,1.406135336,0.873044102,0.082933426,11,distance
13,knn,8,RDkitFP,1.735856049,0.869945858,1.395432924,0.927777046,0.082217216,5,distance
14,knn,16,RDkitFP,0.729640632,0.970549069,0.510765579,0.985197232,0.084980965,1,uniform
15,knn,32,RDkitFP,1.562456041,0.883159611,1.653498333,0.912519686,0.082590818,1,uniform
16,knn,64,RDkitFP,0.976751223,0.956088918,0.675092486,0.977434238,0.083343029,5,distance
17,knn,128,RDkitFP,0.988599844,0.943607301,1.834781299,0.811663051,0.082726479,3,distance
18,knn,256,RDkitFP,1.112730793,0.938085437,0.763635979,0.970724858,0.083015203,3,distance
19,knn,512,RDkitFP,0.899610414,0.949666493,1.032106148,0.952938353,0.082599401,11,distance
average,,,,1.230543379,0.921566815,1.317289616,0.900648705,0.083249497,,
st.p,,,,0.427344349,0.044962316,0.662661478,0.098112974,0.001035896,,
,,,,,,,,,,
20,knn,1,AtomPairFP,1.887735157,0.850526469,2.011235297,0.796257006,0.099647999,5,distance
21,knn,2,AtomPairFP,2.167246882,0.723869416,2.039779474,0.801165938,0.08318758,5,distance
22,knn,4,AtomPairFP,1.596035792,0.889647997,1.024477943,0.932808831,0.083146572,5,distance
23,knn,8,AtomPairFP,1.610900708,0.893052454,1.530671446,0.904689908,0.084466457,3,distance
24,knn,16,AtomPairFP,1.178232559,0.91025482,1.101134621,0.927532898,0.083791256,7,distance
25,knn,32,AtomPairFP,1.742441992,0.854075166,2.465765592,0.809574302,0.082880735,1,uniform
26,knn,64,AtomPairFP,1.056864873,0.94345405,1.393909085,0.904309849,0.084203243,5,distance
27,knn,128,AtomPairFP,1.199440148,0.931993991,1.680498073,0.842798491,0.085729122,3,distance
28,knn,256,AtomPairFP,0.866670256,0.96292211,1.304447758,0.914448425,0.083442926,1,uniform
29,knn,512,AtomPairFP,0.91870071,0.946580156,1.312411122,0.929031869,0.083524704,3,distance
average,,,,1.422426908,0.890637663,1.586433041,0.876261752,0.085402059,,
st.p,,,,0.417724281,0.066335161,0.437508919,0.054102876,0.00481323,,
,,,,,,,,,,
30,knn,1,TorsionFP,1.988566575,0.845577586,1.024307211,0.948512996,0.082768917,3,distance
31,knn,2,TorsionFP,0.790467556,0.966657908,2.337448724,0.748774927,0.085399151,7,distance
32,knn,4,TorsionFP,1.703307491,0.87487693,1.246293841,0.905274578,0.083247185,11,distance
33,knn,8,TorsionFP,1.837421564,0.858419953,1.394986944,0.926567164,0.082731247,3,uniform
34,knn,16,TorsionFP,0.708448691,0.971562992,0.578787341,0.979618863,0.083629608,1,uniform
35,knn,32,TorsionFP,1.476456085,0.893131777,1.557068598,0.921427596,0.082637072,1,uniform
36,knn,64,TorsionFP,0.99228547,0.952691725,1.36054245,0.905526951,0.083864212,7,distance
37,knn,128,TorsionFP,1.26014836,0.919453062,2.445713809,0.688897222,0.086716413,5,distance
38,knn,256,TorsionFP,1.146673659,0.930389918,1.120760172,0.938247658,0.083898544,5,distance
39,knn,512,TorsionFP,0.924608076,0.946221332,1.506862028,0.90718423,0.083287001,5,uniform
average,,,,1.282838353,0.915898318,1.457277112,0.887003219,0.083817935,,
st.p,,,,0.427089573,0.043151839,0.53798965,0.087849153,0.001234056,,
,,,,,,,,,,
40,knn,1,AvalonFP,2.367238654,0.776173746,1.044176574,0.946882604,0.084853411,3,distance
41,knn,2,AvalonFP,0.831397427,0.961037572,2.038482432,0.803425724,0.088698864,5,distance
42,knn,4,AvalonFP,1.428102739,0.918020477,1.142265631,0.917015877,0.083273172,11,distance
43,knn,8,AvalonFP,2.162249988,0.797221635,1.870628574,0.873242561,0.082799911,13,distance
44,knn,16,AvalonFP,0.637722944,0.975591128,0.512513246,0.984223126,0.083922863,3,distance
45,knn,32,AvalonFP,1.421764108,0.900334687,1.73050077,0.908331738,0.082903385,3,distance
46,knn,64,AvalonFP,1.023253368,0.949351805,1.215788818,0.924642978,0.083975315,7,distance
