,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time,,
65,svm,32,MACCSFP,1.574495255,0.87985445,1.863635195,0.899349632,0.022384882,,
66,svm,64,MACCSFP,1.394453538,0.901742392,1.363470077,0.909064759,0.020555973,,
67,svm,128,MACCSFP,1.08864695,0.926694377,1.625511475,0.854369835,0.02359128,,
68,svm,256,MACCSFP,1.594131878,0.875410717,1.625432055,0.86729995,0.02013278,,
69,svm,512,MACCSFP,1.063183389,0.939609767,1.509733509,0.90223268,0.020591736,,
average,,,,1.4992952,0.885465078,1.418225156,0.903884892,0.021095085,,
st.p,,,,0.378788294,0.045943873,0.240496373,0.025481577,0.001212085,,
,,,,,,,,,,
70,svm,1,PharmacoErGFP,2.312755084,0.778877761,1.77232408,0.843731138,0.02846384,,
71,svm,2,PharmacoErGFP,1.941845998,0.782691377,1.649274332,0.869687618,0.028017044,,
72,svm,4,PharmacoErGFP,1.771187758,0.879937662,1.291455988,0.89770228,0.028505325,,
73,svm,8,PharmacoErGFP,2.236932379,0.800293219,2.022361763,0.832557599,0.028392553,,
74,svm,16,PharmacoErGFP,1.513102976,0.85452334,1.370068241,0.897332437,0.028260231,,
75,svm,32,PharmacoErGFP,1.504743545,0.887459577,3.276010862,0.660320371,0.027789116,,
76,svm,64,PharmacoErGFP,2.103140898,0.780313186,2.550208027,0.6778562,0.027897835,,
77,svm,128,PharmacoErGFP,1.883812492,0.769035256,1.979265326,0.77407181,0.027504206,,
78,svm,256,PharmacoErGFP,1.406797677,0.897724658,2.150495097,0.767681215,0.028678656,,
79,svm,512,PharmacoErGFP,1.747592998,0.802158296,1.824388856,0.857032732,0.028577566,,
average,,,,1.842191181,0.823301433,1.988585257,0.80779734,0.028208637,,
st.p,,,,0.297108891,0.048196899,0.552968454,0.081017987,0.000367722,,
,,,,,,,,,,
80,svm,1,PharmacoPFP,2.009612522,0.830257809,1.871251216,0.821845708,0.028274298,,
81,svm,2,PharmacoPFP,2.130042114,0.733379448,1.782416957,0.841681208,0.031466484,,
82,svm,4,PharmacoPFP,1.306778926,0.933110483,1.341998838,0.889428228,0.029207468,,
83,svm,8,PharmacoPFP,2.168690304,0.804418743,1.940760573,0.848129907,0.030357122,,
84,svm,16,PharmacoPFP,2.077416146,0.736442162,1.522227314,0.859007051,0.029593229,,
85,svm,32,PharmacoPFP,1.727186794,0.861622915,3.267398353,0.658150135,0.030142069,,
86,svm,64,PharmacoPFP,1.668264318,0.876949728,2.725429286,0.635334206,0.03041935,,
87,svm,128,PharmacoPFP,1.814222318,0.80584411,1.634395735,0.849508728,0.032735109,,
88,svm,256,PharmacoPFP,2.100151776,0.767631438,2.635814888,0.644172872,0.030352592,,
89,svm,512,PharmacoPFP,1.894546326,0.789237625,1.844702819,0.863186634,0.031867266,,
average,,,,1.889691154,0.813889446,2.056639598,0.791044468,0.030441499,,
st.p,,,,0.255042719,0.060098703,0.582337554,0.096524731,0.001240499,,
,,,,,,,,,,
90,svm,1,PubChemFP,1.906277728,0.84627966,1.088028713,0.940206969,0.041572571,,
91,svm,2,PubChemFP,1.045105288,0.94549946,1.81349367,0.842070983,0.040513277,,
92,svm,4,PubChemFP,2.103780809,0.803937027,1.147707687,0.922008541,0.040640354,,
93,svm,8,PubChemFP,1.613503679,0.895539403,1.870976058,0.866347694,0.039324284,,
94,svm,16,PubChemFP,1.01658486,0.933317999,0.656039255,0.975328701,0.041029692,,
95,svm,32,PubChemFP,1.873027119,0.830722529,1.931108994,0.887520598,0.037589073,,
96,svm,64,PubChemFP,1.39247307,0.901345183,1.454077615,0.919086776,0.041072369,,
97,svm,128,PubChemFP,1.060952195,0.936080175,1.704141384,0.83261432,0.041130304,,
98,svm,256,PubChemFP,1.461062893,0.888739334,1.370026851,0.909763962,0.039949656,,
99,svm,512,PubChemFP,1.035727338,0.928173795,1.080422394,0.948715758,0.040655375,,
average,,,,1.450849498,0.890963457,1.411602262,0.90436643,0.040347696,,
st.p,,,,0.389807269,0.046390826,0.398300865,0.044274611,0.001101209,,
,,,,,,,,,,
100,svm,1,MHFP6,2.031163067,0.831271885,1.074234865,0.943995379,0.072882652,,
101,svm,2,MHFP6,1.161214163,0.932369483,1.506628055,0.900882265,0.071891069,,
102,svm,4,MHFP6,1.757001163,0.88920266,1.147337675,0.916489174,0.067646742,,
103,svm,8,MHFP6,1.87370436,0.873151276,1.953439331,0.87529582,0.072257757,,
104,svm,16,MHFP6,0.971825201,0.948109607,0.799482715,0.971169598,0.070464849,,
105,svm,32,MHFP6,1.750860716,0.867686572,2.610944039,0.812671386,0.072111368,,
106,svm,64,MHFP6,1.144652622,0.938257525,1.401540946,0.924285335,0.069144487,,
107,svm,128,MHFP6,0.785994951,0.967304988,1.835366341,0.808060443,0.07152319,,
108,svm,256,MHFP6,1.183936285,0.935883384,2.06328222,0.814739875,0.070551157,,
109,svm,512,MHFP6,1.251503894,0.886563059,1.306157047,0.92555313,0.069976807,,
average,,,,1.391185642,0.906980044,1.569841323,0.889314241,0.070845008,,
st.p,,,,0.402967768,0.04116069,0.516184808,0.055975902,0.001530066,,
,,,,,,,,,,
110,svm,1,Property,4.355953402,0.222820559,3.706615182,0.327270459,0.017039299,,
111,svm,2,Property,3.508554442,0.363357161,4.378641814,0.120165546,0.016919851,,
112,svm,4,Property,4.687630175,0.058620205,3.215479482,0.375183534,0.017384768,,
113,svm,8,Property,4.156333743,0.300698916,6.197160239,0.029728274,0.015915871,,
114,svm,16,Property,3.715682339,0.19734327,4.066659601,0.080216267,0.016789198,,
115,svm,32,Property,5.14205036,0.012641421,6.576813667,0.017336215,0.019287109,,
116,svm,64,Property,3.843959309,0.241544784,3.967826556,0.217242928,0.017616034,,
117,svm,128,Property,3.953316558,0.162435164,4.362519207,0.035889858,0.018370628,,
118,svm,256,Property,3.688900759,0.296585039,4.701473106,0.008006541,0.017028332,,
119,svm,512,Property,3.385963813,0.314825389,4.565003565,0.20881302,0.017134666,,
average,,,,4.04383449,0.217087191,4.573819242,0.141985264,0.017348576,,
st.p,,,,0.522661382,0.107320109,0.998393992,0.126680212,0.000875709,,
,,,,,,,,,,
120,svm,1,Constitution,2.645418974,0.720914565,2.50487909,0.696480477,0.033966541,,
121,svm,2,Constitution,3.185145053,0.473392857,2.808685147,0.665410541,0.030653,,
122,svm,4,Constitution,2.090578846,0.84394467,2.377397919,0.655944399,0.036510468,,
123,svm,8,Constitution,2.493473744,0.752330257,2.486459306,0.746635672,0.043728352,,
124,svm,16,Constitution,1.766561663,0.803435862,1.813709343,0.802789561,0.038188219,,
125,svm,32,Constitution,2.289376814,0.746621956,3.036901679,0.745216528,0.038113832,,
126,svm,64,Constitution,2.042251318,0.800297768,2.418839506,0.703204602,0.047307968,,
127,svm,128,Constitution,2.074947884,0.744320163,2.436759108,0.664112135,0.033209324,,
128,svm,256,Constitution,2.102431948,0.771475221,2.319658005,0.75835498,0.036873341,,
129,svm,512,Constitution,2.311243996,0.669759769,2.571256572,0.705926924,0.033980846,,
average,,,,2.300143024,0.732649309,2.477454568,0.714407582,0.037253189,,
st.p,,,,0.377491304,0.097727503,0.30214027,0.045384672,0.004761962,,
,,,,,,,,,,
130,svm,1,Autocorr,3.534252662,0.504345216,3.182568085,0.512940902,0.041009665,,
131,svm,2,Autocorr,2.983708325,0.477913396,3.402082292,0.4624195,0.041266203,,
132,svm,4,Autocorr,3.375436998,0.557831405,2.467011573,0.621383306,0.043394566,,
133,svm,8,Autocorr,3.508957127,0.496168779,4.065104342,0.377429044,0.044606686,,
134,svm,16,Autocorr,3.154379448,0.424785252,3.131811709,0.41911351,0.039938927,,
135,svm,32,Autocorr,2.999835675,0.555299864,4.519693023,0.350466703,0.044287205,,
136,svm,64,Autocorr,4.007323369,0.229980651,3.36133831,0.428494672,0.043480396,,
137,svm,128,Autocorr,3.062105363,0.463512559,3.303804946,0.371689589,0.043459654,,
138,svm,256,Autocorr,3.337387787,0.465028263,3.189901836,0.528102051,0.042456627,,
139,svm,512,Autocorr,2.519672347,0.576421444,3.405760033,0.477609841,0.041922569,,
average,,,,3.24830591,0.475128683,3.402907615,0.454964912,0.04258225,,
st.p,,,,0.381583416,0.093648491,0.523506225,0.079262958,0.001445154,,
,,,,,,,,,,
140,svm,1,Fragment,1.706131617,0.876790627,1.26212235,0.918594957,0.110138178,,
141,svm,2,Fragment,2.167259603,0.759377593,1.22552946,0.927728069,0.104672432,,
142,svm,4,Fragment,2.345394441,0.762267144,1.11678407,0.919984133,0.108128548,,
143,svm,8,Fragment,1.395852964,0.928198069,1.630313964,0.903262571,0.118545055,,
144,svm,16,Fragment,0.818517084,0.961801145,0.805083857,0.961019047,0.129265308,,
145,svm,32,Fragment,1.43309377,0.903746815,2.143044735,0.868712997,0.144043446,,
146,svm,64,Fragment,1.44315222,0.89697152,0.929356778,0.95799161,0.136436462,,
147,svm,128,Fragment,0.859276413,0.958993541,1.684152648,0.848029473,0.130936623,,
148,svm,256,Fragment,0.715805944,0.976694934,2.633027761,0.642253494,0.136385918,,
149,svm,512,Fragment,1.001123526,0.937330233,1.39514546,0.920110361,0.177872658,,
average,,,,1.388560758,0.896217162,1.482456108,0.886768671,0.129642463,,
st.p,,,,0.53250059,0.073847273,0.533234038,0.087964651,0.020535117,,
,,,,,,,,,,
150,svm,1,Charge,4.07848185,0.310944342,3.719534477,0.355821367,0.021242857,,
151,svm,2,Charge,3.815649654,0.285604949,3.93140834,0.290596307,0.0195086,,
152,svm,4,Charge,3.72587648,0.432591534,2.995761336,0.516798606,0.017895937,,
153,svm,8,Charge,3.238966095,0.603761877,3.369861246,0.610326913,0.020787239,,
154,svm,16,Charge,2.708460617,0.5504787,3.769884234,0.163495858,0.019818068,,
155,svm,32,Charge,3.411553821,0.407939606,4.701869534,0.298560093,0.020528793,,
156,svm,64,Charge,3.333990596,0.48272015,4.174433414,0.173534441,0.017578125,,
157,svm,128,Charge,2.836716328,0.477028057,3.493453773,0.289571338,0.021639585,,
158,svm,256,Charge,2.961256574,0.542053632,3.948373279,0.24822004,0.020683765,,
159,svm,512,Charge,3.262770103,0.321918923,3.591701944,0.431266691,0.025198936,,
average,,,,3.337372212,0.441504177,3.769628158,0.337819165,0.020488191,,
st.p,,,,0.416814232,0.103986053,0.442739973,0.136695226,0.002020213,,
,,,,,,,,,,
160,svm,1,Estate,2.481854636,0.767152464,1.293652695,0.914404166,0.07347846,,
161,svm,2,Estate,2.155320424,0.748157085,1.707236401,0.864574519,0.079566717,,
162,svm,4,Estate,2.5486892,0.727389064,0.844602325,0.954355473,0.067632675,,
163,svm,8,Estate,2.286245103,0.780197368,1.707426031,0.884312513,0.062181473,,
164,svm,16,Estate,0.890379216,0.953646728,0.66105466,0.974177949,0.080528259,,
165,svm,32,Estate,1.949152787,0.810709137,2.252187984,0.850408222,0.072092295,,
166,svm,64,Estate,0.988814076,0.950738687,1.097508282,0.940232942,0.073548555,,
167,svm,128,Estate,1.336395549,0.904466774,1.977052611,0.778450329,0.07349658,,
168,svm,256,Estate,1.040361096,0.947773018,1.827504584,0.829225567,0.082808495,,
169,svm,512,Estate,1.427960236,0.863462733,1.223689028,0.934400011,0.065253019,,
average,,,,1.710517232,0.845369306,1.45919146,0.892454169,0.073058653,,
st.p,,,,0.612057969,0.084893608,0.488287443,0.05885641,0.006351641,,
,,,,,,,,,,
170,svm,1,Connectivity,2.832275699,0.674609181,2.786073016,0.611636073,0.021998167,,
171,svm,2,Connectivity,2.486842755,0.648998414,2.51051879,0.692592756,0.026937485,,
172,svm,4,Connectivity,3.01537945,0.682290661,2.236041321,0.686251673,0.025583982,,
173,svm,8,Connectivity,3.524739494,0.523285833,2.643387954,0.737168917,0.025979042,,
174,svm,16,Connectivity,2.770335985,0.506131109,2.792758158,0.524555728,0.022832632,,
175,svm,32,Connectivity,2.438141694,0.726398107,4.170213932,0.45237878,0.024357319,,
176,svm,64,Connectivity,3.439602516,0.449008846,3.102606585,0.506077157,0.024936199,,
177,svm,128,Connectivity,2.399298655,0.618656207,2.928582254,0.510864157,0.022765875,,
178,svm,256,Connectivity,2.368462932,0.730583163,2.375563003,0.735859845,0.024132013,,
179,svm,512,Connectivity,2.927282586,0.436579484,3.376972447,0.502411385,0.025312424,,
average,,,,2.820236177,0.599654101,2.892271746,0.595979647,0.024483514,,
st.p,,,,0.396301555,0.105978986,0.532927395,0.103457162,0.001495117,,
,,,,,,,,,,
180,svm,1,Topology,4.862697165,0.036424302,4.581667983,0.015732751,0.014857769,,
181,svm,2,Topology,3.912801837,0.121037014,4.873133772,0.070768105,0.015191793,,
182,svm,4,Topology,4.573397398,0.086727146,4.423501973,0.019110725,0.015549421,,
183,svm,8,Topology,4.752574552,0.115571221,5.076646092,0.094396255,0.015182972,,
184,svm,16,Topology,4.192452528,0.007892818,3.795923362,0.115868131,0.015016317,,
185,svm,32,Topology,4.195452012,0.139919593,5.60246762,0.071582735,0.014802933,,
186,svm,64,Topology,4.471853733,0.029825298,4.340181334,0.038131444,0.016421556,,
187,svm,128,Topology,3.812491175,0.041456021,3.885319804,0.144566511,0.015665054,,
188,svm,256,Topology,4.382913419,0.025664821,4.061493948,0.169369373,0.015725374,,
189,svm,512,Topology,3.924328328,0.079236852,4.952911296,0.118524992,0.015765905,,
average,,,,4.308096215,0.068375509,4.559324718,0.085805102,0.015417909,,
st.p,,,,0.343971515,0.043918097,0.544153069,0.049541411,0.000475486,,
,,,,,,,,,,
190,svm,1,Kappa,3.166711385,0.586052303,3.130471915,0.529724338,0.021380663,,
191,svm,2,Kappa,3.131824777,0.487282402,3.140894444,0.495933453,0.022095203,,
192,svm,4,Kappa,4.254309611,0.223938369,2.642378977,0.577802065,0.022791386,,
193,svm,8,Kappa,3.369716241,0.529476844,4.313180076,0.386463501,0.020800114,,
194,svm,16,Kappa,4.037813578,0.166053998,3.282148841,0.362211008,0.023158073,,
195,svm,32,Kappa,4.23217108,0.170134541,4.003169535,0.532722571,0.026527405,,
196,svm,64,Kappa,3.422677749,0.42009681,4.156589757,0.198943238,0.024181366,,
197,svm,128,Kappa,4.122606654,0.148040259,3.758984007,0.265162936,0.020728111,,
198,svm,256,Kappa,4.032173436,0.24499819,3.491488209,0.395707232,0.026581287,,
199,svm,512,Kappa,2.781338071,0.530188121,3.760687691,0.390909164,0.027498722,,
average,,,,3.655134258,0.350626184,3.567999345,0.413557951,0.023574233,,
st.p,,,,0.51093483,0.166747969,0.498286705,0.115645786,0.00238988,,
,,,,,,,,,,
200,svm,1,Path,3.88137812,0.370140196,3.77684623,0.321097228,0.024341822,,
201,svm,2,Path,3.142153642,0.434983127,3.597614541,0.351273534,0.028644085,,
202,svm,4,Path,3.683718517,0.442626504,3.289674342,0.382786982,0.026229143,,
203,svm,8,Path,4.296151227,0.275274499,3.266593299,0.582349777,0.031042576,,
204,svm,16,Path,3.191832196,0.371175597,3.511118022,0.308847249,0.025776863,,
205,svm,32,Path,3.882508788,0.304578288,4.500601517,0.370455794,0.025268555,,
206,svm,64,Path,3.449606523,0.429357833,3.127970121,0.500010625,0.027291059,,
207,svm,128,Path,2.797001406,0.479110659,4.172418805,0.09010278,0.029438734,,
208,svm,256,Path,2.953781352,0.589485589,3.028958369,0.615603636,0.029168844,,
209,svm,512,Path,3.592820722,0.266917113,4.064189581,0.352766172,0.027458906,,
average,,,,3.487095249,0.396364941,3.633598483,0.387529378,0.027466059,,
st.p,,,,0.445471057,0.094883682,0.462436249,0.143013475,0.001999351,,
,,,,,,,,,,
210,svm,1,InfoContent,4.11019508,0.397950871,3.992145144,0.258860709,0.019754887,,
211,svm,2,InfoContent,3.114046286,0.428221994,4.715234702,0.09308318,0.023323059,,
212,svm,4,InfoContent,3.70226756,0.418385601,3.680637836,0.262779617,0.022384882,,
213,svm,8,InfoContent,4.252605101,0.322788798,4.316432537,0.378457297,0.020484209,,
214,svm,16,InfoContent,3.04925631,0.441355429,3.691425364,0.175621673,0.02112031,,
215,svm,32,InfoContent,3.261882284,0.485488232,5.006582459,0.398561052,0.019998789,,
216,svm,64,InfoContent,3.820623574,0.33815279,3.741185938,0.286160228,0.020039558,,
217,svm,128,InfoContent,2.947933094,0.420926095,3.982151229,0.105640418,0.021509886,,
218,svm,256,InfoContent,3.418261401,0.3865617,3.710119492,0.303514483,0.021808863,,
219,svm,512,InfoContent,3.732973925,0.153993461,4.577822572,0.181491307,0.0204041,,
average,,,,3.541004462,0.379382497,4.141373727,0.244416996,0.021082854,,
st.p,,,,0.428977454,0.087653157,0.45907715,0.099177271,0.00110774,,
,,,,,,,,,,
220,svm,1,moe206,4.006606089,0.498747191,3.812944662,0.316687412,0.023031473,,
221,svm,2,moe206,3.717614976,0.17380396,3.894875841,0.475713358,0.024278641,,
222,svm,4,moe206,4.027432949,0.311689644,3.259237656,0.394159009,0.023835659,,
223,svm,8,moe206,4.012473095,0.420058826,4.302191268,0.360522949,0.022130013,,
224,svm,16,moe206,3.303523565,0.366851523,3.344236017,0.340776637,0.024903774,,
225,svm,32,moe206,3.882244689,0.316023428,5.190413987,0.23495874,0.025247574,,
226,svm,64,moe206,3.382690639,0.52878714,3.851294088,0.266437026,0.023158312,,
227,svm,128,moe206,3.446973069,0.209667617,4.897706258,0.025423485,0.023907185,,
228,svm,256,moe206,3.683546342,0.293082533,3.606800531,0.407956057,0.023757935,,
229,svm,512,moe206,3.390887284,0.264609562,4.20851236,0.34083697,0.024231434,,
average,,,,3.68539927,0.338332142,4.036821267,0.316347164,0.0238482,,
st.p,,,,0.273491039,0.11036885,0.595459168,0.116937721,0.000866693,,
,,,,,,,,,,
,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time,,
0,xgb,1,MAP4,3.259496819,0.561819851,2.480593872,0.705860445,5.437341452,,
1,xgb,2,MAP4,2.223955142,0.741436151,2.475180753,0.687313827,9.232837915,,
2,xgb,4,MAP4,2.614954048,0.713718719,1.833119549,0.791940028,6.173321486,,
3,xgb,8,MAP4,2.28470699,0.80152835,2.831409936,0.708775672,4.868882895,,
4,xgb,16,MAP4,1.656185209,0.85751253,1.833731424,0.815235551,4.531096697,,
5,xgb,32,MAP4,2.212030126,0.777645121,3.385751626,0.653535503,6.83326602,,
6,xgb,64,MAP4,1.937788351,0.8158383,1.994308426,0.820800235,5.278161526,,
7,xgb,128,MAP4,1.666056538,0.835994221,2.46577405,0.648513393,4.468952179,,
8,xgb,256,MAP4,1.688593472,0.86891435,2.601472926,0.68744269,4.412390709,,
9,xgb,512,MAP4,1.471622408,0.855459387,1.890593074,0.838454035,7.753134727,,
average,,,,2.10153891,0.782986698,2.379193564,0.735787138,5.898938561,,
st.p,,,,0.514521526,0.088255639,0.477142685,0.069229349,1.525985247,,
,,,,,,,,,,
,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time,n_estimators,
0,rf,1,MAP4,3.236331372,0.620966128,2.646105946,0.679139868,3.719758034,500,
1,rf,2,MAP4,2.584869348,0.677615931,2.844002576,0.658386025,3.957086802,500,
2,rf,4,MAP4,2.858787508,0.720991252,2.37520721,0.675365403,3.788796663,500,
3,rf,8,MAP4,2.672726795,0.814650437,3.395136424,0.587171139,3.771349669,500,
4,rf,16,MAP4,2.265363387,0.795221319,2.112280533,0.821468952,3.730343819,500,
5,rf,32,MAP4,2.33442309,0.782758168,3.726840242,0.646429942,3.853989363,500,
6,rf,64,MAP4,2.61561117,0.70546906,2.673634432,0.707028986,3.691424131,500,
7,rf,128,MAP4,2.012217906,0.776884706,2.390484975,0.751181211,4.002598286,500,
8,rf,256,MAP4,2.187258504,0.807923065,2.881466299,0.711140667,3.83524251,500,
9,rf,512,MAP4,1.933879019,0.759173659,2.218034478,0.811390736,3.802201033,500,
average,,,,2.47014681,0.746165373,2.726319312,0.704870293,3.815279031,,
st.p,,,,0.380933743,0.060022022,0.486513081,0.069348595,0.095695038,,
,,,,,,,,,,
,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time,n_neighbors,weights
0,knn,1,MAP4,3.326470336,0.562328571,3.144075421,0.546553411,0.094203472,9,distance
1,knn,2,MAP4,2.026449292,0.757963934,2.931724559,0.634807029,0.086007595,7,uniform
2,knn,4,MAP4,2.869212014,0.691046366,2.882647923,0.567697126,0.081743956,7,distance
3,knn,8,MAP4,2.209855969,0.789813189,3.017203002,0.666364041,0.08319211,1,uniform
4,knn,16,MAP4,1.805895432,0.793972965,2.345735914,0.676704163,0.082078695,1,uniform
5,knn,32,MAP4,1.777750558,0.86503433,3.508538398,0.67489791,0.083862543,3,distance
6,knn,64,MAP4,2.315598501,0.742626951,2.726399605,0.647390516,0.084982872,3,distance
7,knn,128,MAP4,1.825479869,0.787800544,2.874122111,0.538085655,0.083631992,5,distance
8,knn,256,MAP4,1.30320664,0.916349031,1.456943678,0.900696509,0.081650734,1,uniform
9,knn,512,MAP4,1.45462432,0.869480154,2.496022845,0.751178384,0.083752155,3,distance
average,,,,2.091454293,0.777641604,2.738341346,0.660437474,0.084510612,,
st.p,,,,0.589596472,0.095551712,0.526044219,0.10189927,0.003488104,,
,,,,,,,,,,
,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time,,
0,svm,1,MAP4,2.67812301,0.72920651,2.350567701,0.781269408,0.085080385,,
1,svm,2,MAP4,2.343841972,0.74016778,2.292189236,0.769609879,0.08130312,,
2,svm,4,MAP4,2.420114502,0.813165806,2.044830905,0.789248708,0.078564405,,
3,svm,8,MAP4,2.374517402,0.82538483,2.659177624,0.785004997,0.075941801,,
4,svm,16,MAP4,1.945466348,0.84245164,1.761003447,0.88551245,0.078391075,,
5,svm,32,MAP4,2.229471345,0.818357155,3.469735038,0.66413893,0.075433493,,
6,svm,64,MAP4,2.087092961,0.828929029,2.451775182,0.777317686,0.076067686,,
7,svm,128,MAP4,1.769349619,0.832109118,2.290993096,0.743832346,0.077058792,,
8,svm,256,MAP4,1.913470058,0.866397441,2.452313434,0.77642627,0.076512337,,
9,svm,512,MAP4,1.59010364,0.843067873,1.793513144,0.879390425,0.076079369,,
average,,,,2.135155086,0.813923718,2.356609881,0.78517511,0.078043246,,
st.p,,,,0.3168733,0.042120202,0.461121854,0.059762466,0.002878195,,
